	id	rp	sp	choice	purpose	npersons	age	employ_status	mainearn	arrival_time	gender	rail_ivtt	rail_cost	rail_transfers	rail_acc_time	rail_egr_time	rail_acc_mode	rail_egr_mode	seat_status	car_ivtt	car_cost	car_walk_time	car_parking_fee	rail_comfort	rp_transfer	rp_choice	rp_rail_ovt	rp_car_ovt
19	3	0	1	10	0	2	0	0	0	0	0	1.767	19.2	0	-1.0	-1.0	-1	-1	-1	1.967	12.65	-1.0	-1	0	0	0	0.517	0.333
20	3	0	1	10	0	2	0	0	0	0	0	1.767	19.2	0	-1.0	-1.0	-1	-1	-1	1.967	11.5	-1.0	-1	0	0	0	0.517	0.333
21	3	0	1	10	0	2	0	0	0	0	0	1.6	19.2	0	-1.0	-1.0	-1	-1	-1	1.967	11.5	-1.0	-1	1	0	0	0.517	0.333
22	3	0	1	11	0	2	0	0	0	0	0	1.767	19.2	0	-1.0	-1.0	-1	-1	-1	1.967	16.1	-1.0	-1	0	0	0	0.517	0.333
23	3	0	1	11	0	2	0	0	0	0	0	2.017	14.4	0	-1.0	-1.0	-1	-1	-1	1.967	11.5	-1.0	-1	0	0	0	0.517	0.333
24	3	0	1	11	0	2	0	0	0	0	0	1.767	14.4	0	-1.0	-1.0	-1	-1	-1	1.967	11.5	-1.0	-1	1	0	0	0.517	0.333
25	4	1	0	0	0	3	1	1	1	0	0	1.0	7.8	1	0.5	0.25	0	1	0	1.5	8.333	0.5	1	-1	1	0	0.75	0.5
26	4	0	1	10	0	3	1	1	1	0	0	1.75	6.65	1	-1.0	-1.0	-1	-1	-1	2.0	8.333	-1.0	-1	0	1	0	0.75	0.5
27	4	0	1	10	0	3	1	1	1	0	0	1.75	5.45	1	-1.0	-1.0	-1	-1	-1	2.0	8.333	-1.0	-1	1	1	0	0.75	0.5
28	4	0	1	11	0	3	1	1	1	0	0	1.75	6.65	1	-1.0	-1.0	-1	-1	-1	2.0	10.0	-1.0	-1	0	1	0	0.75	0.5
29	4	0	1	11	0	3	1	1	1	0	0	1.75	7.8	0	-1.0	-1.0	-1	-1	-1	2.0	8.333	-1.0	-1	1	1	0	0.75	0.5
30	5	1	0	0	0	3	0	0	0	0	1	1.667	28.0	1	0.2	0.167	1	0	0	1.25	5.0	0.017	1	-1	1	0	0.367	0.017
31	5	0	1	11	0	3	0	0	0	0	1	1.533	14.0	1	-1.0	-1.0	-1	-1	-1	1.267	7.5	-1.0	-1	0	1	0	0.367	0.017
32	6	1	0	1	1	1	1	0	0	1	0	1.75	31.2	1	0.167	0.167	0	0	1	1.5	90.0	0.083	1	-1	1	1	0.334	0.083
33	6	0	1	10	1	1	1	0	0	1	0	2.333	31.2	1	-1.0	-1.0	-1	-1	-1	1.583	90.0	-1.0	-1	1	1	1	0.333	0.083
34	6	0	1	10	1	1	1	0	0	1	0	2.583	39.0	2	-1.0	-1.0	-1	-1	-1	1.583	90.0	-1.0	-1	1	1	1	0.333	0.083
35	6	0	1	11	1	1	1	0	0	1	0	2.083	46.8	1	-1.0	-1.0	-1	-1	-1	1.583	45.0	-1.0	-1	1	1	1	0.333	0.083
36	6	0	1	11	1	1	1	0	0	1	0	2.083	46.8	1	-1.0	-1.0	-1	-1	-1	1.583	54.0	-1.0	-1	1	1	1	0.333	0.083
37	6	0	1	11	1	1	1	0	0	1	0	2.083	46.8	1	-1.0	-1.0	-1	-1	-1	1.583	63.0	-1.0	-1	1	1	1	0.333	0.083
38	6	0	1	11	1	1	1	0	0	1	0	2.083	46.8	1	-1.0	-1.0	-1	-1	-1	1.583	72.0	-1.0	-1	1	1	1	0.333	0.083
39	6	0	1	11	1	1	1	0	0	1	0	2.083	46.8	1	-1.0	-1.0	-1	-1	-1	1.583	81.0	-1.0	-1	1	1	1	0.333	0.083
40	6	0	1	11	1	1	1	0	0	1	0	2.083	46.8	1	-1.0	-1.0	-1	-1	-1	1.583	90.0	-1.0	-1	1	1	1	0.333	0.083
41	7	1	0	0	0	5	1	1	1	0	0	2.0	40.0	0	0.5	0.167	0	1	0	2.5	3.2	0.05	0	-1	0	0	0.667	0.05
42	7	0	1	10	0	5	1	1	1	0	0	2.667	28.0	0	-1.0	-1.0	-1	-1	-1	2.55	4.8	-1.0	-1	0	0	0	0.667	0.05
43	7	0	1	10	0	5	1	1	1	0	0	2.667	28.0	0	-1.0	-1.0	-1	-1	-1	2.55	4.48	-1.0	-1	0	0	0	0.667	0.05
44	7	0	1	10	0	5	1	1	1	0	0	2.667	28.0	0	-1.0	-1.0	-1	-1	-1	2.55	4.16	-1.0	-1	0	0	0	0.667	0.05
45	7	0	1	10	0	5	1	1	1	0	0	2.667	28.0	0	-1.0	-1.0	-1	-1	-1	2.55	3.84	-1.0	-1	0	0	0	0.667	0.05
46	7	0	1	10	0	5	1	1	1	0	0	2.667	28.0	0	-1.0	-1.0	-1	-1	-1	2.55	3.52	-1.0	-1	0	0	0	0.667	0.05
47	7	0	1	10	0	5	1	1	1	0	0	2.667	28.0	0	-1.0	-1.0	-1	-1	-1	2.55	3.2	-1.0	-1	0	0	0	0.667	0.05
48	7	0	1	10	0	5	1	1	1	0	0	2.083	28.0	0	-1.0	-1.0	-1	-1	-1	2.55	3.2	-1.0	-1	1	0	0	0.667	0.05
49	7	0	1	10	0	5	1	1	1	0	0	2.083	34.0	0	-1.0	-1.0	-1	-1	-1	2.55	3.2	-1.0	-1	1	0	0	0.667	0.05
50	8	1	0	0	1	2	0	0	0	1	1	1.083	45.0	0	0.25	0.75	0	0	1	1.417	13.0	0.067	1	-1	0	0	1.0	0.067
51	8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1.0	-1.0	-1	-1	-1	1.483	19.5	-1.0	-1	0	0	0	1.0	0.067
52	8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1.0	-1.0	-1	-1	-1	1.483	18.2	-1.0	-1	0	0	0	1.0	0.067
53	8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1.0	-1.0	-1	-1	-1	1.483	16.9	-1.0	-1	0	0	0	1.0	0.067
54	8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1.0	-1.0	-1	-1	-1	1.483	15.6	-1.0	-1	0	0	0	1.0	0.067
55	8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1.0	-1.0	-1	-1	-1	1.483	14.3	-1.0	-1	0	0	0	1.0	0.067
56	8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1.0	-1.0	-1	-1	-1	1.483	13.0	-1.0	-1	0	0	0	1.0	0.067
57	8	0	1	10	1	2	0	0	0	1	1	1.917	33.75	0	-1.0	-1.0	-1	-1	-1	1.483	13.0	-1.0	-1	0	0	0	1.0	0.067
58	8	0	1	10	1	2	0	0	0	1	1	2.083	45.0	0	-1.0	-1.0	-1	-1	-1	1.483	13.0	-1.0	-1	0	0	0	1.0	0.067
59	9	1	0	1	1	1	0	0	0	1	0	2.5	42.0	1	0.167	0.583	0	0	0	2.0	45.0	0.083	1	-1	1	1	0.75	0.083
60	9	0	1	10	1	1	0	0	0	1	0	3.25	42.0	1	-1.0	-1.0	-1	-1	-1	2.083	58.5	-1.0	-1	1	1	1	0.75	0.083
61	9	0	1	10	1	1	0	0	0	1	0	3.25	42.0	1	-1.0	-1.0	-1	-1	-1	2.083	54.0	-1.0	-1	1	1	1	0.75	0.083
62	9	0	1	10	1	1	0	0	0	1	0	3.25	42.0	1	-1.0	-1.0	-1	-1	-1	2.083	49.5	-1.0	-1	1	1	1	0.75	0.083
63	9	0	1	10	1	1	0	0	0	1	0	3.25	42.0	1	-1.0	-1.0	-1	-1	-1	2.083	45.0	-1.0	-1	1	1	1	0.75	0.083
64	9	0	1	10	1	1	0	0	0	1	0	3.25	54.6	1	-1.0	-1.0	-1	-1	-1	2.083	45.0	-1.0	-1	1	1	1	0.75	0.083
65	9	0	1	10	1	1	0	0	0	1	0	3.583	54.6	1	-1.0	-1.0	-1	-1	-1	2.083	45.0	-1.0	-1	2	1	1	0.75	0.083
66	9	0	1	11	1	1	0	0	0	1	0	3.25	42.0	1	-1.0	-1.0	-1	-1	-1	2.083	63.0	-1.0	-1	1	1	1	0.75	0.083
67	10	1	0	1	0	2	0	0	1	0	0	1.25	52.0	0	0.117	0.167	0	1	0	1.583	25.0	0.417	1	-1	0	1	0.284	0.417
68	10	0	1	10	0	2	0	0	1	0	0	1.7	62.4	1	-1.0	-1.0	-1	-1	-1	2.0	22.5	-1.0	-1	2	0	1	0.283	0.417
69	10	0	1	11	0	2	0	0	1	0	0	1.7	62.4	1	-1.0	-1.0	-1	-1	-1	2.0	25.0	-1.0	-1	2	0	1	0.283	0.417
70	10	0	1	11	0	2	0	0	1	0	0	1.533	52.0	0	-1.0	-1.0	-1	-1	-1	2.0	25.0	-1.0	-1	2	0	1	0.283	0.417
71	10	0	1	11	0	2	0	0	1	0	0	1.533	72.8	1	-1.0	-1.0	-1	-1	-1	2.0	25.0	-1.0	-1	1	0	1	0.283	0.417
72	11	1	0	1	0	1	0	1	0	1	0	1.833	27.0	1	0.167	0.033	0	1	0	1.5	35.0	0.033	0	-1	1	1	0.2	0.033
73	11	0	1	10	0	1	0	1	0	1	0	2.033	27.0	2	-1.0	-1.0	-1	-1	-1	1.533	24.5	-1.0	-1	1	1	1	0.2	0.033
74	11	0	1	10	0	1	0	1	0	1	0	2.283	27.0	1	-1.0	-1.0	-1	-1	-1	1.533	35.0	-1.0	-1	1	1	1	0.2	0.033
75	11	0	1	10	0	1	0	1	0	1	0	2.283	35.1	1	-1.0	-1.0	-1	-1	-1	1.533	35.0	-1.0	-1	1	1	1	0.2	0.033
76	11	0	1	11	0	1	0	1	0	1	0	2.033	27.0	2	-1.0	-1.0	-1	-1	-1	1.533	28.0	-1.0	-1	1	1	1	0.2	0.033
77	11	0	1	11	0	1	0	1	0	1	0	2.033	27.0	2	-1.0	-1.0	-1	-1	-1	1.533	31.5	-1.0	-1	1	1	1	0.2	0.033
78	11	0	1	11	0	1	0	1	0	1	0	2.033	27.0	2	-1.0	-1.0	-1	-1	-1	1.533	35.0	-1.0	-1	1	1	1	0.2	0.033
79	12	1	0	0	0	3	1	1	0	0	1	2.0	30.0	2	0.083	0.25	1	0	0	2.0	10.0	0.333	0	-1	2	0	0.333	0.333
80	12	0	1	10	0	3	1	1	0	0	1	2.0	15.0	1	-1.0	-1.0	-1	-1	-1	2.333	10.0	-1.0	-1	1	2	0	0.333	0.333
81	12	0	1	10	0	3	1	1	0	0	1	1.75	22.5	0	-1.0	-1.0	-1	-1	-1	2.333	10.0	-1.0	-1	1	2	0	0.333	0.333
82	12	0	1	10	0	3	1	1	0	0	1	2.0	15.0	1	-1.0	-1.0	-1	-1	-1	2.333	11.0	-1.0	-1	1	2	0	0.333	0.333
83	12	0	1	11	0	3	1	1	0	0	1	2.0	15.0	1	-1.0	-1.0	-1	-1	-1	2.333	12.0	-1.0	-1	1	2	0	0.333	0.333
84	12	0	1	11	0	3	1	1	0	0	1	2.333	15.0	0	-1.0	-1.0	-1	-1	-1	2.333	10.0	-1.0	-1	0	2	0	0.333	0.333
85	13	1	0	0	0	2	0	1	0	0	0	2.0	40.0	1	0.167	0.083	1	1	0	1.5	17.0	0.083	0	-1	1	0	0.25	0.083
86	13	0	1	10	0	2	0	1	0	0	0	1.667	20.0	1	-1.0	-1.0	-1	-1	-1	1.583	17.0	-1.0	-1	1	1	0	0.25	0.083
87	13	0	1	10	0	2	0	1	0	0	0	1.917	30.0	1	-1.0	-1.0	-1	-1	-1	1.583	17.0	-1.0	-1	1	1	0	0.25	0.083
88	13	0	1	11	0	2	0	1	0	0	0	1.917	20.0	0	-1.0	-1.0	-1	-1	-1	1.583	17.0	-1.0	-1	0	1	0	0.25	0.083
89	13	0	1	11	0	2	0	1	0	0	0	1.667	20.0	1	-1.0	-1.0	-1	-1	-1	1.583	18.7	-1.0	-1	1	1	0	0.25	0.083
90	14	1	0	0	0	1	0	0	1	0	0	1.75	25.0	2	0.25	0.417	1	0	0	1.167	34.0	0.017	1	-1	2	0	0.667	0.017
91	14	0	1	10	0	1	0	0	1	0	0	2.167	12.5	0	-1.0	-1.0	-1	-1	-1	1.183	44.2	-1.0	-1	1	2	0	0.667	0.017
92	14	0	1	10	0	1	0	0	1	0	0	2.167	12.5	0	-1.0	-1.0	-1	-1	-1	1.183	40.8	-1.0	-1	1	2	0	0.667	0.017
93	14	0	1	10	0	1	0	0	1	0	0	2.167	12.5	0	-1.0	-1.0	-1	-1	-1	1.183	37.4	-1.0	-1	1	2	0	0.667	0.017
94	14	0	1	10	0	1	0	0	1	0	0	2.167	12.5	0	-1.0	-1.0	-1	-1	-1	1.183	34.0	-1.0	-1	1	2	0	0.667	0.017
95	14	0	1	10	0	1	0	0	1	0	0	1.917	18.75	0	-1.0	-1.0	-1	-1	-1	1.183	34.0	-1.0	-1	1	2	0	0.667	0.017
96	14	0	1	10	0	1	0	0	1	0	0	1.917	12.5	2	-1.0	-1.0	-1	-1	-1	1.183	34.0	-1.0	-1	0	2	0	0.667	0.017
97	14	0	1	11	0	1	0	0	1	0	0	2.167	12.5	0	-1.0	-1.0	-1	-1	-1	1.183	47.6	-1.0	-1	1	2	0	0.667	0.017
98	15	1	0	0	0	4	0	0	1	0	0	1.417	35.0	0	0.333	0.25	0	0	0	1.417	9.75	0.0	1	-1	0	0	0.583	0.0
99	15	0	1	10	0	4	0	0	1	0	0	1.583	17.5	0	-1.0	-1.0	-1	-1	-1	1.417	9.75	-1.0	-1	1	0	0	0.583	0.0
100	15	0	1	10	0	4	0	0	1	0	0	1.75	17.5	0	-1.0	-1.0	-1	-1	-1	1.417	9.75	-1.0	-1	1	0	0	0.583	0.0
101	15	0	1	10	0	4	0	0	1	0	0	1.583	26.25	0	-1.0	-1.0	-1	-1	-1	1.417	9.75	-1.0	-1	1	0	0	0.583	0.0
102	15	0	1	11	0	4	0	0	1	0	0	1.583	17.5	0	-1.0	-1.0	-1	-1	-1	1.417	10.725	-1.0	-1	1	0	0	0.583	0.0
103	16	1	0	1	1	1	0	0	1	1	0	1.833	52.5	0	0.25	0.417	0	1	1	2.0	20.0	0.25	1	-1	0	1	0.667	0.25
104	16	0	1	10	1	1	0	0	1	1	0	2.5	63.0	0	-1.0	-1.0	-1	-1	-1	2.25	20.0	-1.0	-1	2	0	1	0.667	0.25
105	16	0	1	10	1	1	0	0	1	1	0	2.75	52.5	0	-1.0	-1.0	-1	-1	-1	2.25	18.0	-1.0	-1	2	0	1	0.667	0.25
106	16	0	1	10	1	1	0	0	1	1	0	2.5	52.5	1	-1.0	-1.0	-1	-1	-1	2.25	20.0	-1.0	-1	1	0	1	0.667	0.25
107	16	0	1	11	1	1	0	0	1	1	0	2.75	52.5	0	-1.0	-1.0	-1	-1	-1	2.25	20.0	-1.0	-1	2	0	1	0.667	0.25
108	17	1	0	0	0	2	0	1	0	1	0	1.5	25.0	1	0.333	0.25	0	0	0	1.417	5.0	0.1	0	-1	1	0	0.583	0.1
109	17	0	1	10	0	2	0	1	0	1	0	1.667	15.0	1	-1.0	-1.0	-1	-1	-1	1.517	5.5	-1.0	-1	1	1	0	0.583	0.1
110	17	0	1	10	0	2	0	1	0	1	0	1.667	15.0	1	-1.0	-1.0	-1	-1	-1	1.517	5.0	-1.0	-1	1	1	0	0.583	0.1
111	17	0	1	10	0	2	0	1	0	1	0	2.083	15.0	0	-1.0	-1.0	-1	-1	-1	1.517	5.0	-1.0	-1	0	1	0	0.583	0.1
112	17	0	1	10	0	2	0	1	0	1	0	1.667	20.0	0	-1.0	-1.0	-1	-1	-1	1.517	5.0	-1.0	-1	1	1	0	0.583	0.1
113	17	0	1	11	0	2	0	1	0	1	0	1.667	15.0	1	-1.0	-1.0	-1	-1	-1	1.517	6.0	-1.0	-1	1	1	0	0.583	0.1
114	18	1	0	0	0	2	1	1	0	0	1	2.0	40.0	1	0.417	0.25	0	1	0	1.5	20.0	0.25	0	-1	1	0	0.667	0.25
115	18	0	1	10	0	2	1	1	0	0	1	2.083	40.0	1	-1.0	-1.0	-1	-1	-1	1.75	20.0	-1.0	-1	1	1	0	0.667	0.25
116	18	0	1	10	0	2	1	1	0	0	1	2.083	36.0	0	-1.0	-1.0	-1	-1	-1	1.75	20.0	-1.0	-1	1	1	0	0.667	0.25
117	18	0	1	10	0	2	1	1	0	0	1	2.333	32.0	0	-1.0	-1.0	-1	-1	-1	1.75	20.0	-1.0	-1	1	1	0	0.667	0.25
118	18	0	1	11	0	2	1	1	0	0	1	2.083	36.0	0	-1.0	-1.0	-1	-1	-1	1.75	22.0	-1.0	-1	1	1	0	0.667	0.25
119	19	1	0	0	0	2	0	1	0	0	0	1.25	30.0	0	0.25	0.25	0	0	0	1.25	8.0	0.167	1	-1	0	0	0.5	0.167
120	19	0	1	10	0	2	0	1	0	0	0	1.583	24.0	0	-1.0	-1.0	-1	-1	-1	1.417	10.4	-1.0	-1	0	0	0	0.5	0.167
121	19	0	1	10	0	2	0	1	0	0	0	1.583	24.0	0	-1.0	-1.0	-1	-1	-1	1.417	9.6	-1.0	-1	0	0	0	0.5	0.167
122	19	0	1	10	0	2	0	1	0	0	0	1.583	24.0	0	-1.0	-1.0	-1	-1	-1	1.417	8.8	-1.0	-1	0	0	0	0.5	0.167
123	19	0	1	10	0	2	0	1	0	0	0	1.583	24.0	0	-1.0	-1.0	-1	-1	-1	1.417	8.0	-1.0	-1	0	0	0	0.5	0.167
124	19	0	1	10	0	2	0	1	0	0	0	1.417	24.0	0	-1.0	-1.0	-1	-1	-1	1.417	8.0	-1.0	-1	1	0	0	0.5	0.167
125	19	0	1	10	0	2	0	1	0	0	0	1.75	27.0	0	-1.0	-1.0	-1	-1	-1	1.417	8.0	-1.0	-1	0	0	0	0.5	0.167
126	19	0	1	10	0	2	0	1	0	0	0	1.583	24.0	0	-1.0	-1.0	-1	-1	-1	1.417	11.2	-1.0	-1	0	0	0	0.5	0.167
127	19	0	1	11	0	2	0	1	0	0	0	1.583	24.0	0	-1.0	-1.0	-1	-1	-1	1.417	12.0	-1.0	-1	0	0	0	0.5	0.167
128	20	1	0	0	1	1	0	0	1	1	0	1.333	28.0	0	0.333	0.333	0	0	0	1.5	30.0	0.017	1	-1	0	0	0.666	0.017
129	20	0	1	10	1	1	0	0	1	1	0	1.583	19.6	0	-1.0	-1.0	-1	-1	-1	1.517	30.0	-1.0	-1	0	0	0	0.667	0.017
130	20	0	1	10	1	1	0	0	1	1	0	1.583	23.8	0	-1.0	-1.0	-1	-1	-1	1.517	30.0	-1.0	-1	1	0	0	0.667	0.017
131	20	0	1	10	1	1	0	0	1	1	0	1.833	19.6	0	-1.0	-1.0	-1	-1	-1	1.517	30.0	-1.0	-1	1	0	0	0.667	0.017
132	20	0	1	11	1	1	0	0	1	1	0	1.583	19.6	0	-1.0	-1.0	-1	-1	-1	1.517	33.0	-1.0	-1	0	0	0	0.667	0.017
133	21	1	0	0	0	4	1	1	1	0	0	1.5	28.0	1	0.5	0.5	0	0	0	1.75	5.5	0.017	1	-1	1	0	1.0	0.017
134	21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1.0	-1.0	-1	-1	-1	1.767	8.25	-1.0	-1	0	1	0	1.0	0.017
135	21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1.0	-1.0	-1	-1	-1	1.767	7.7	-1.0	-1	0	1	0	1.0	0.017
136	21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1.0	-1.0	-1	-1	-1	1.767	7.15	-1.0	-1	0	1	0	1.0	0.017
137	21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1.0	-1.0	-1	-1	-1	1.767	6.6	-1.0	-1	0	1	0	1.0	0.017
138	21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1.0	-1.0	-1	-1	-1	1.767	6.05	-1.0	-1	0	1	0	1.0	0.017
139	21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1.0	-1.0	-1	-1	-1	1.767	5.5	-1.0	-1	0	1	0	1.0	0.017
140	21	0	1	10	0	4	1	1	1	0	0	2.083	22.4	1	-1.0	-1.0	-1	-1	-1	1.767	5.5	-1.0	-1	1	1	0	1.0	0.017
141	21	0	1	10	0	4	1	1	1	0	0	2.083	25.2	0	-1.0	-1.0	-1	-1	-1	1.767	5.5	-1.0	-1	1	1	0	1.0	0.017
142	22	1	0	1	0	2	0	0	1	0	0	1.5	35.0	1	0.167	0.25	1	0	0	1.75	15.0	0.033	1	-1	1	1	0.417	0.033
143	22	0	1	10	0	2	0	0	1	0	0	2.333	35.0	1	-1.0	-1.0	-1	-1	-1	1.783	15.0	-1.0	-1	2	1	1	0.417	0.033
144	22	0	1	10	0	2	0	0	1	0	0	1.917	35.0	2	-1.0	-1.0	-1	-1	-1	1.783	13.5	-1.0	-1	1	1	1	0.417	0.033
145	22	0	1	10	0	2	0	0	1	0	0	2.167	35.0	1	-1.0	-1.0	-1	-1	-1	1.783	15.0	-1.0	-1	1	1	1	0.417	0.033
146	22	0	1	11	0	2	0	0	1	0	0	1.917	35.0	2	-1.0	-1.0	-1	-1	-1	1.783	15.0	-1.0	-1	1	1	1	0.417	0.033
147	23	1	0	1	0	2	0	1	0	1	0	1.167	35.0	0	0.167	0.167	0	1	0	1.333	17.5	0.167	1	-1	0	1	0.334	0.167
148	23	0	1	10	0	2	0	1	0	1	0	1.833	35.0	0	-1.0	-1.0	-1	-1	-1	1.5	15.75	-1.0	-1	1	0	1	0.333	0.167
149	23	0	1	10	0	2	0	1	0	1	0	1.667	40.25	0	-1.0	-1.0	-1	-1	-1	1.5	17.5	-1.0	-1	1	0	1	0.333	0.167
150	23	0	1	10	0	2	0	1	0	1	0	1.667	35.0	1	-1.0	-1.0	-1	-1	-1	1.5	17.5	-1.0	-1	2	0	1	0.333	0.167
151	23	0	1	11	0	2	0	1	0	1	0	1.833	35.0	0	-1.0	-1.0	-1	-1	-1	1.5	17.5	-1.0	-1	1	0	1	0.333	0.167
152	24	1	0	0	0	2	0	1	0	0	0	1.5	40.0	0	0.167	0.333	0	0	0	1.333	20.0	0.017	1	-1	0	0	0.5	0.017
153	24	0	1	10	0	2	0	1	0	0	0	1.583	32.0	0	-1.0	-1.0	-1	-1	-1	1.35	20.0	-1.0	-1	1	0	0	0.5	0.017
154	24	0	1	10	0	2	0	1	0	0	0	1.583	40.0	0	-1.0	-1.0	-1	-1	-1	1.35	20.0	-1.0	-1	0	0	0	0.5	0.017
155	24	0	1	10	0	2	0	1	0	0	0	1.75	36.0	0	-1.0	-1.0	-1	-1	-1	1.35	20.0	-1.0	-1	0	0	0	0.5	0.017
156	24	0	1	10	0	2	0	1	0	0	0	1.583	32.0	0	-1.0	-1.0	-1	-1	-1	1.35	22.0	-1.0	-1	1	0	0	0.5	0.017
157	24	0	1	11	0	2	0	1	0	0	0	1.583	32.0	0	-1.0	-1.0	-1	-1	-1	1.35	24.0	-1.0	-1	1	0	0	0.5	0.017
158	25	1	0	0	0	1	0	0	1	1	0	2.0	35.0	1	0.083	0.167	0	1	0	1.5	35.0	0.033	1	-1	1	0	0.25	0.033
159	25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1.0	-1.0	-1	-1	-1	1.533	52.5	-1.0	-1	0	1	0	0.25	0.033
160	25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1.0	-1.0	-1	-1	-1	1.533	49.0	-1.0	-1	0	1	0	0.25	0.033
161	25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1.0	-1.0	-1	-1	-1	1.533	45.5	-1.0	-1	0	1	0	0.25	0.033
162	25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1.0	-1.0	-1	-1	-1	1.533	42.0	-1.0	-1	0	1	0	0.25	0.033
163	25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1.0	-1.0	-1	-1	-1	1.533	38.5	-1.0	-1	0	1	0	0.25	0.033
164	25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1.0	-1.0	-1	-1	-1	1.533	35.0	-1.0	-1	0	1	0	0.25	0.033
165	25	0	1	10	0	1	0	0	1	1	0	1.667	28.0	1	-1.0	-1.0	-1	-1	-1	1.533	35.0	-1.0	-1	1	1	0	0.25	0.033
