id	rp	sp	choice	purpose	npersons	age	employ_status	mainearn	arrival_time	gender	rail_ivtt	rail_cost	rail_transfers	rail_acc_time	rail_egr_time	rail_acc_mode	rail_egr_mode	seat_status	car_ivtt	car_cost	car_walk_time	car_parking_fee	rail_comfort	rp_transfer	rp_choice	rp_rail_ovt	rp_car_ovt
6	0	1	11	1	1	1	0	0	1	0	2.083	46.8	1	-1	-1	-1	-1	-1	1.583	90	-1	-1	1	1	1	0.333	0.083
7	1	0	0	0	5	1	1	1	0	0	2	40	0	0.5	0.167	0	1	0	2.5	3.2	0.05	0	-1	0	0	0.667	0.05
7	0	1	10	0	5	1	1	1	0	0	2.667	28	0	-1	-1	-1	-1	-1	2.55	4.8	-1	-1	0	0	0	0.667	0.05
7	0	1	10	0	5	1	1	1	0	0	2.667	28	0	-1	-1	-1	-1	-1	2.55	4.48	-1	-1	0	0	0	0.667	0.05
7	0	1	10	0	5	1	1	1	0	0	2.667	28	0	-1	-1	-1	-1	-1	2.55	4.16	-1	-1	0	0	0	0.667	0.05
7	0	1	10	0	5	1	1	1	0	0	2.667	28	0	-1	-1	-1	-1	-1	2.55	3.84	-1	-1	0	0	0	0.667	0.05
7	0	1	10	0	5	1	1	1	0	0	2.667	28	0	-1	-1	-1	-1	-1	2.55	3.52	-1	-1	0	0	0	0.667	0.05
7	0	1	10	0	5	1	1	1	0	0	2.667	28	0	-1	-1	-1	-1	-1	2.55	3.2	-1	-1	0	0	0	0.667	0.05
7	0	1	10	0	5	1	1	1	0	0	2.083	28	0	-1	-1	-1	-1	-1	2.55	3.2	-1	-1	1	0	0	0.667	0.05
7	0	1	10	0	5	1	1	1	0	0	2.083	34	0	-1	-1	-1	-1	-1	2.55	3.2	-1	-1	1	0	0	0.667	0.05
8	1	0	0	1	2	0	0	0	1	1	1.083	45	0	0.25	0.75	0	0	1	1.417	13	0.067	1	-1	0	0	1	0.067
8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1	-1	-1	-1	-1	1.483	19.5	-1	-1	0	0	0	1	0.067
8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1	-1	-1	-1	-1	1.483	18.2	-1	-1	0	0	0	1	0.067
8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1	-1	-1	-1	-1	1.483	16.9	-1	-1	0	0	0	1	0.067
8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1	-1	-1	-1	-1	1.483	15.6	-1	-1	0	0	0	1	0.067
8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1	-1	-1	-1	-1	1.483	14.3	-1	-1	0	0	0	1	0.067
8	0	1	10	1	2	0	0	0	1	1	1.75	22.5	0	-1	-1	-1	-1	-1	1.483	13	-1	-1	0	0	0	1	0.067
8	0	1	10	1	2	0	0	0	1	1	1.917	33.75	0	-1	-1	-1	-1	-1	1.483	13	-1	-1	0	0	0	1	0.067
8	0	1	10	1	2	0	0	0	1	1	2.083	45	0	-1	-1	-1	-1	-1	1.483	13	-1	-1	0	0	0	1	0.067
9	1	0	1	1	1	0	0	0	1	0	2.5	42	1	0.167	0.583	0	0	0	2	45	0.083	1	-1	1	1	0.75	0.083
9	0	1	10	1	1	0	0	0	1	0	3.25	42	1	-1	-1	-1	-1	-1	2.083	58.5	-1	-1	1	1	1	0.75	0.083
9	0	1	10	1	1	0	0	0	1	0	3.25	42	1	-1	-1	-1	-1	-1	2.083	54	-1	-1	1	1	1	0.75	0.083
9	0	1	10	1	1	0	0	0	1	0	3.25	42	1	-1	-1	-1	-1	-1	2.083	49.5	-1	-1	1	1	1	0.75	0.083
9	0	1	10	1	1	0	0	0	1	0	3.25	42	1	-1	-1	-1	-1	-1	2.083	45	-1	-1	1	1	1	0.75	0.083
9	0	1	10	1	1	0	0	0	1	0	3.25	54.6	1	-1	-1	-1	-1	-1	2.083	45	-1	-1	1	1	1	0.75	0.083
9	0	1	10	1	1	0	0	0	1	0	3.583	54.6	1	-1	-1	-1	-1	-1	2.083	45	-1	-1	2	1	1	0.75	0.083
9	0	1	11	1	1	0	0	0	1	0	3.25	42	1	-1	-1	-1	-1	-1	2.083	63	-1	-1	1	1	1	0.75	0.083
10	1	0	1	0	2	0	0	1	0	0	1.25	52	0	0.117	0.167	0	1	0	1.583	25	0.417	1	-1	0	1	0.284	0.417
10	0	1	10	0	2	0	0	1	0	0	1.7	62.4	1	-1	-1	-1	-1	-1	2	22.5	-1	-1	2	0	1	0.283	0.417
10	0	1	11	0	2	0	0	1	0	0	1.7	62.4	1	-1	-1	-1	-1	-1	2	25	-1	-1	2	0	1	0.283	0.417
10	0	1	11	0	2	0	0	1	0	0	1.533	52	0	-1	-1	-1	-1	-1	2	25	-1	-1	2	0	1	0.283	0.417
10	0	1	11	0	2	0	0	1	0	0	1.533	72.8	1	-1	-1	-1	-1	-1	2	25	-1	-1	1	0	1	0.283	0.417
11	1	0	1	0	1	0	1	0	1	0	1.833	27	1	0.167	0.033	0	1	0	1.5	35	0.033	0	-1	1	1	0.2	0.033
11	0	1	10	0	1	0	1	0	1	0	2.033	27	2	-1	-1	-1	-1	-1	1.533	24.5	-1	-1	1	1	1	0.2	0.033
11	0	1	10	0	1	0	1	0	1	0	2.283	27	1	-1	-1	-1	-1	-1	1.533	35	-1	-1	1	1	1	0.2	0.033
11	0	1	10	0	1	0	1	0	1	0	2.283	35.1	1	-1	-1	-1	-1	-1	1.533	35	-1	-1	1	1	1	0.2	0.033
11	0	1	11	0	1	0	1	0	1	0	2.033	27	2	-1	-1	-1	-1	-1	1.533	28	-1	-1	1	1	1	0.2	0.033
11	0	1	11	0	1	0	1	0	1	0	2.033	27	2	-1	-1	-1	-1	-1	1.533	31.5	-1	-1	1	1	1	0.2	0.033
11	0	1	11	0	1	0	1	0	1	0	2.033	27	2	-1	-1	-1	-1	-1	1.533	35	-1	-1	1	1	1	0.2	0.033
12	1	0	0	0	3	1	1	0	0	1	2	30	2	0.083	0.25	1	0	0	2	10	0.333	0	-1	2	0	0.333	0.333
12	0	1	10	0	3	1	1	0	0	1	2	15	1	-1	-1	-1	-1	-1	2.333	10	-1	-1	1	2	0	0.333	0.333
12	0	1	10	0	3	1	1	0	0	1	1.75	22.5	0	-1	-1	-1	-1	-1	2.333	10	-1	-1	1	2	0	0.333	0.333
12	0	1	10	0	3	1	1	0	0	1	2	15	1	-1	-1	-1	-1	-1	2.333	11	-1	-1	1	2	0	0.333	0.333
12	0	1	11	0	3	1	1	0	0	1	2	15	1	-1	-1	-1	-1	-1	2.333	12	-1	-1	1	2	0	0.333	0.333
12	0	1	11	0	3	1	1	0	0	1	2.333	15	0	-1	-1	-1	-1	-1	2.333	10	-1	-1	0	2	0	0.333	0.333
13	1	0	0	0	2	0	1	0	0	0	2	40	1	0.167	0.083	1	1	0	1.5	17	0.083	0	-1	1	0	0.25	0.083
13	0	1	10	0	2	0	1	0	0	0	1.667	20	1	-1	-1	-1	-1	-1	1.583	17	-1	-1	1	1	0	0.25	0.083
13	0	1	10	0	2	0	1	0	0	0	1.917	30	1	-1	-1	-1	-1	-1	1.583	17	-1	-1	1	1	0	0.25	0.083
13	0	1	11	0	2	0	1	0	0	0	1.917	20	0	-1	-1	-1	-1	-1	1.583	17	-1	-1	0	1	0	0.25	0.083
13	0	1	11	0	2	0	1	0	0	0	1.667	20	1	-1	-1	-1	-1	-1	1.583	18.7	-1	-1	1	1	0	0.25	0.083
14	1	0	0	0	1	0	0	1	0	0	1.75	25	2	0.25	0.417	1	0	0	1.167	34	0.017	1	-1	2	0	0.667	0.017
14	0	1	10	0	1	0	0	1	0	0	2.167	12.5	0	-1	-1	-1	-1	-1	1.183	44.2	-1	-1	1	2	0	0.667	0.017
14	0	1	10	0	1	0	0	1	0	0	2.167	12.5	0	-1	-1	-1	-1	-1	1.183	40.8	-1	-1	1	2	0	0.667	0.017
14	0	1	10	0	1	0	0	1	0	0	2.167	12.5	0	-1	-1	-1	-1	-1	1.183	37.4	-1	-1	1	2	0	0.667	0.017
14	0	1	10	0	1	0	0	1	0	0	2.167	12.5	0	-1	-1	-1	-1	-1	1.183	34	-1	-1	1	2	0	0.667	0.017
14	0	1	10	0	1	0	0	1	0	0	1.917	18.75	0	-1	-1	-1	-1	-1	1.183	34	-1	-1	1	2	0	0.667	0.017
14	0	1	10	0	1	0	0	1	0	0	1.917	12.5	2	-1	-1	-1	-1	-1	1.183	34	-1	-1	0	2	0	0.667	0.017
14	0	1	11	0	1	0	0	1	0	0	2.167	12.5	0	-1	-1	-1	-1	-1	1.183	47.6	-1	-1	1	2	0	0.667	0.017
15	1	0	0	0	4	0	0	1	0	0	1.417	35	0	0.333	0.25	0	0	0	1.417	9.75	0	1	-1	0	0	0.583	0
15	0	1	10	0	4	0	0	1	0	0	1.583	17.5	0	-1	-1	-1	-1	-1	1.417	9.75	-1	-1	1	0	0	0.583	0
15	0	1	10	0	4	0	0	1	0	0	1.75	17.5	0	-1	-1	-1	-1	-1	1.417	9.75	-1	-1	1	0	0	0.583	0
15	0	1	10	0	4	0	0	1	0	0	1.583	26.25	0	-1	-1	-1	-1	-1	1.417	9.75	-1	-1	1	0	0	0.583	0
15	0	1	11	0	4	0	0	1	0	0	1.583	17.5	0	-1	-1	-1	-1	-1	1.417	10.725	-1	-1	1	0	0	0.583	0
16	1	0	1	1	1	0	0	1	1	0	1.833	52.5	0	0.25	0.417	0	1	1	2	20	0.25	1	-1	0	1	0.667	0.25
16	0	1	10	1	1	0	0	1	1	0	2.5	63	0	-1	-1	-1	-1	-1	2.25	20	-1	-1	2	0	1	0.667	0.25
16	0	1	10	1	1	0	0	1	1	0	2.75	52.5	0	-1	-1	-1	-1	-1	2.25	18	-1	-1	2	0	1	0.667	0.25
16	0	1	10	1	1	0	0	1	1	0	2.5	52.5	1	-1	-1	-1	-1	-1	2.25	20	-1	-1	1	0	1	0.667	0.25
16	0	1	11	1	1	0	0	1	1	0	2.75	52.5	0	-1	-1	-1	-1	-1	2.25	20	-1	-1	2	0	1	0.667	0.25
17	1	0	0	0	2	0	1	0	1	0	1.5	25	1	0.333	0.25	0	0	0	1.417	5	0.1	0	-1	1	0	0.583	0.1
17	0	1	10	0	2	0	1	0	1	0	1.667	15	1	-1	-1	-1	-1	-1	1.517	5.5	-1	-1	1	1	0	0.583	0.1
17	0	1	10	0	2	0	1	0	1	0	1.667	15	1	-1	-1	-1	-1	-1	1.517	5	-1	-1	1	1	0	0.583	0.1
17	0	1	10	0	2	0	1	0	1	0	2.083	15	0	-1	-1	-1	-1	-1	1.517	5	-1	-1	0	1	0	0.583	0.1
17	0	1	10	0	2	0	1	0	1	0	1.667	20	0	-1	-1	-1	-1	-1	1.517	5	-1	-1	1	1	0	0.583	0.1
17	0	1	11	0	2	0	1	0	1	0	1.667	15	1	-1	-1	-1	-1	-1	1.517	6	-1	-1	1	1	0	0.583	0.1
18	1	0	0	0	2	1	1	0	0	1	2	40	1	0.417	0.25	0	1	0	1.5	20	0.25	0	-1	1	0	0.667	0.25
18	0	1	10	0	2	1	1	0	0	1	2.083	40	1	-1	-1	-1	-1	-1	1.75	20	-1	-1	1	1	0	0.667	0.25
18	0	1	10	0	2	1	1	0	0	1	2.083	36	0	-1	-1	-1	-1	-1	1.75	20	-1	-1	1	1	0	0.667	0.25
18	0	1	10	0	2	1	1	0	0	1	2.333	32	0	-1	-1	-1	-1	-1	1.75	20	-1	-1	1	1	0	0.667	0.25
18	0	1	11	0	2	1	1	0	0	1	2.083	36	0	-1	-1	-1	-1	-1	1.75	22	-1	-1	1	1	0	0.667	0.25
19	1	0	0	0	2	0	1	0	0	0	1.25	30	0	0.25	0.25	0	0	0	1.25	8	0.167	1	-1	0	0	0.5	0.167
19	0	1	10	0	2	0	1	0	0	0	1.583	24	0	-1	-1	-1	-1	-1	1.417	10.4	-1	-1	0	0	0	0.5	0.167
19	0	1	10	0	2	0	1	0	0	0	1.583	24	0	-1	-1	-1	-1	-1	1.417	9.6	-1	-1	0	0	0	0.5	0.167
19	0	1	10	0	2	0	1	0	0	0	1.583	24	0	-1	-1	-1	-1	-1	1.417	8.8	-1	-1	0	0	0	0.5	0.167
19	0	1	10	0	2	0	1	0	0	0	1.583	24	0	-1	-1	-1	-1	-1	1.417	8	-1	-1	0	0	0	0.5	0.167
19	0	1	10	0	2	0	1	0	0	0	1.417	24	0	-1	-1	-1	-1	-1	1.417	8	-1	-1	1	0	0	0.5	0.167
19	0	1	10	0	2	0	1	0	0	0	1.75	27	0	-1	-1	-1	-1	-1	1.417	8	-1	-1	0	0	0	0.5	0.167
19	0	1	10	0	2	0	1	0	0	0	1.583	24	0	-1	-1	-1	-1	-1	1.417	11.2	-1	-1	0	0	0	0.5	0.167
19	0	1	11	0	2	0	1	0	0	0	1.583	24	0	-1	-1	-1	-1	-1	1.417	12	-1	-1	0	0	0	0.5	0.167
20	1	0	0	1	1	0	0	1	1	0	1.333	28	0	0.333	0.333	0	0	0	1.5	30	0.017	1	-1	0	0	0.666	0.017
20	0	1	10	1	1	0	0	1	1	0	1.583	19.6	0	-1	-1	-1	-1	-1	1.517	30	-1	-1	0	0	0	0.667	0.017
20	0	1	10	1	1	0	0	1	1	0	1.583	23.8	0	-1	-1	-1	-1	-1	1.517	30	-1	-1	1	0	0	0.667	0.017
20	0	1	10	1	1	0	0	1	1	0	1.833	19.6	0	-1	-1	-1	-1	-1	1.517	30	-1	-1	1	0	0	0.667	0.017
20	0	1	11	1	1	0	0	1	1	0	1.583	19.6	0	-1	-1	-1	-1	-1	1.517	33	-1	-1	0	0	0	0.667	0.017
21	1	0	0	0	4	1	1	1	0	0	1.5	28	1	0.5	0.5	0	0	0	1.75	5.5	0.017	1	-1	1	0	1	0.017
21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1	-1	-1	-1	-1	1.767	8.25	-1	-1	0	1	0	1	0.017
21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1	-1	-1	-1	-1	1.767	7.7	-1	-1	0	1	0	1	0.017
21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1	-1	-1	-1	-1	1.767	7.15	-1	-1	0	1	0	1	0.017
21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1	-1	-1	-1	-1	1.767	6.6	-1	-1	0	1	0	1	0.017
21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1	-1	-1	-1	-1	1.767	6.05	-1	-1	0	1	0	1	0.017
21	0	1	10	0	4	1	1	1	0	0	2.25	22.4	0	-1	-1	-1	-1	-1	1.767	5.5	-1	-1	0	1	0	1	0.017
21	0	1	10	0	4	1	1	1	0	0	2.083	22.4	1	-1	-1	-1	-1	-1	1.767	5.5	-1	-1	1	1	0	1	0.017
21	0	1	10	0	4	1	1	1	0	0	2.083	25.2	0	-1	-1	-1	-1	-1	1.767	5.5	-1	-1	1	1	0	1	0.017
22	1	0	1	0	2	0	0	1	0	0	1.5	35	1	0.167	0.25	1	0	0	1.75	15	0.033	1	-1	1	1	0.417	0.033
22	0	1	10	0	2	0	0	1	0	0	2.333	35	1	-1	-1	-1	-1	-1	1.783	15	-1	-1	2	1	1	0.417	0.033
22	0	1	10	0	2	0	0	1	0	0	1.917	35	2	-1	-1	-1	-1	-1	1.783	13.5	-1	-1	1	1	1	0.417	0.033
22	0	1	10	0	2	0	0	1	0	0	2.167	35	1	-1	-1	-1	-1	-1	1.783	15	-1	-1	1	1	1	0.417	0.033
22	0	1	11	0	2	0	0	1	0	0	1.917	35	2	-1	-1	-1	-1	-1	1.783	15	-1	-1	1	1	1	0.417	0.033
23	1	0	1	0	2	0	1	0	1	0	1.167	35	0	0.167	0.167	0	1	0	1.333	17.5	0.167	1	-1	0	1	0.334	0.167
23	0	1	10	0	2	0	1	0	1	0	1.833	35	0	-1	-1	-1	-1	-1	1.5	15.75	-1	-1	1	0	1	0.333	0.167
23	0	1	10	0	2	0	1	0	1	0	1.667	40.25	0	-1	-1	-1	-1	-1	1.5	17.5	-1	-1	1	0	1	0.333	0.167
23	0	1	10	0	2	0	1	0	1	0	1.667	35	1	-1	-1	-1	-1	-1	1.5	17.5	-1	-1	2	0	1	0.333	0.167
23	0	1	11	0	2	0	1	0	1	0	1.833	35	0	-1	-1	-1	-1	-1	1.5	17.5	-1	-1	1	0	1	0.333	0.167
24	1	0	0	0	2	0	1	0	0	0	1.5	40	0	0.167	0.333	0	0	0	1.333	20	0.017	1	-1	0	0	0.5	0.017
24	0	1	10	0	2	0	1	0	0	0	1.583	32	0	-1	-1	-1	-1	-1	1.35	20	-1	-1	1	0	0	0.5	0.017
24	0	1	10	0	2	0	1	0	0	0	1.583	40	0	-1	-1	-1	-1	-1	1.35	20	-1	-1	0	0	0	0.5	0.017
24	0	1	10	0	2	0	1	0	0	0	1.75	36	0	-1	-1	-1	-1	-1	1.35	20	-1	-1	0	0	0	0.5	0.017
24	0	1	10	0	2	0	1	0	0	0	1.583	32	0	-1	-1	-1	-1	-1	1.35	22	-1	-1	1	0	0	0.5	0.017
24	0	1	11	0	2	0	1	0	0	0	1.583	32	0	-1	-1	-1	-1	-1	1.35	24	-1	-1	1	0	0	0.5	0.017
25	1	0	0	0	1	0	0	1	1	0	2	35	1	0.083	0.167	0	1	0	1.5	35	0.033	1	-1	1	0	0.25	0.033
25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1	-1	-1	-1	-1	1.533	52.5	-1	-1	0	1	0	0.25	0.033
25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1	-1	-1	-1	-1	1.533	49	-1	-1	0	1	0	0.25	0.033
25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1	-1	-1	-1	-1	1.533	45.5	-1	-1	0	1	0	0.25	0.033
25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1	-1	-1	-1	-1	1.533	42	-1	-1	0	1	0	0.25	0.033
25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1	-1	-1	-1	-1	1.533	38.5	-1	-1	0	1	0	0.25	0.033
25	0	1	10	0	1	0	0	1	1	0	1.667	31.5	0	-1	-1	-1	-1	-1	1.533	35	-1	-1	0	1	0	0.25	0.033
25	0	1	10	0	1	0	0	1	1	0	1.667	28	1	-1	-1	-1	-1	-1	1.533	35	-1	-1	1	1	0	0.25	0.033
25	0	1	10	0	1	0	0	1	1	0	1.917	28	0	-1	-1	-1	-1	-1	1.533	35	-1	-1	1	1	0	0.25	0.033
26	1	0	0	0	4	1	1	1	0	0	1.25	35	1	0.333	0.5	0	0	0	2.5	3.75	0.083	1	-1	1	0	0.833	0.083
26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1	-1	-1	-1	-1	2.583	5.625	-1	-1	0	1	0	0.833	0.083
26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1	-1	-1	-1	-1	2.583	5.25	-1	-1	0	1	0	0.833	0.083
26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1	-1	-1	-1	-1	2.583	4.875	-1	-1	0	1	0	0.833	0.083
26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1	-1	-1	-1	-1	2.583	4.5	-1	-1	0	1	0	0.833	0.083
26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1	-1	-1	-1	-1	2.583	4.125	-1	-1	0	1	0	0.833	0.083
26	0	1	10	0	4	1	1	1	0	0	1.917	31.5	0	-1	-1	-1	-1	-1	2.583	3.75	-1	-1	0	1	0	0.833	0.083
26	0	1	10	0	4	1	1	1	0	0	1.75	28	0	-1	-1	-1	-1	-1	2.583	3.75	-1	-1	1	1	0	0.833	0.083
26	0	1	10	0	4	1	1	1	0	0	1.75	31.5	1	-1	-1	-1	-1	-1	2.583	3.75	-1	-1	1	1	0	0.833	0.083
27	1	0	1	0	2	0	1	0	1	1	1.5	28	0	0.333	0.25	1	0	0	1.75	5	0.017	1	-1	0	1	0.583	0.017
27	0	1	10	0	2	0	1	0	1	1	2.333	39.2	1	-1	-1	-1	-1	-1	1.767	5	-1	-1	1	0	1	0.583	0.017
27	0	1	10	0	2	0	1	0	1	1	2.5	39.2	0	-1	-1	-1	-1	-1	1.767	5	-1	-1	1	0	1	0.583	0.017
27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1	-1	-1	-1	-1	1.767	2.5	-1	-1	1	0	1	0.583	0.017
27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1	-1	-1	-1	-1	1.767	3	-1	-1	1	0	1	0.583	0.017
27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1	-1	-1	-1	-1	1.767	3.5	-1	-1	1	0	1	0.583	0.017
27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1	-1	-1	-1	-1	1.767	4	-1	-1	1	0	1	0.583	0.017
27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1	-1	-1	-1	-1	1.767	4.5	-1	-1	1	0	1	0.583	0.017
27	0	1	11	0	2	0	1	0	1	1	2.333	33.6	0	-1	-1	-1	-1	-1	1.767	5	-1	-1	1	0	1	0.583	0.017
28	1	0	1	0	2	0	1	1	1	1	1.5	24.5	0	0.167	0.133	1	0	0	2.25	10	0.25	0	-1	0	1	0.3	0.25
28	0	1	10	0	2	0	1	1	1	1	2.217	31.85	0	-1	-1	-1	-1	-1	2.5	9	-1	-1	2	0	1	0.3	0.25
28	0	1	11	0	2	0	1	1	1	1	2.217	31.85	0	-1	-1	-1	-1	-1	2.5	10	-1	-1	2	0	1	0.3	0.25
